ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
7020,1993,India,Tamil Nadu,Vegetables,1893.75,10.3,2.43,0,49.14,5.54,12.88,55.63,Rotasi Tanaman,29.47
7021,2010,Argentina,Northwest,Rice,1497.29,5.21,2.238219358974359,9,81.06,19.39,74.9,61.47,Tanpa Adaptasi,18.88
7022,2017,China,East,Cotton,2025.8,28.2,0.549,5,15.4,41.03,47.96,71.87,Tanaman Tahan Kekeringan,2.27
7023,2009,Nigeria,North Central,Cotton,2207.56,21.73,3.087,6,44.23,46.03,49.4,76.26,Rotasi Tanaman,10.2
7024,2004,Australia,Victoria,Corn,1719.7,9.36,1.86,5,99.88,41.0,30.65,58.27,Pertanian Organik,28.28
7025,2003,USA,Midwest,Vegetables,2796.61,26.57,4.392,6,29.07,25.34,72.08,87.52,Rotasi Tanaman,19.68
7026,2011,Brazil,North,Vegetables,333.52,29.52,1.989,4,13.78,6.17,81.59,76.96,Rotasi Tanaman,9.78
7027,2019,China,East,Wheat,1808.5,11.22,2.65,5,88.33,0.22,52.53,54.61,Tanpa Adaptasi,4.74
7028,2022,Argentina,Northeast,Vegetables,1691.65,5.15,2.37,4,99.8,11.11,93.09,51.8,Pertanian Organik,28.4
7029,1997,Australia,New South Wales,Barley,2630.71,28.43,2.178,0,78.01,29.51,20.59,93.51,Tanaman Tahan Kekeringan,10.3
7030,2014,Canada,Prairies,Corn,1944.63,6.0,2.38,5,51.51,16.31,21.41,42.85,Tanpa Adaptasi,17.55
7031,2001,Russia,Volga,Barley,1782.66,27.85,0.99,10,87.27,4.51,41.37,98.59,Pertanian Organik,8.34
7032,1995,Russia,Northwestern,Soybeans,221.4,9.88,3.654,1,48.25,24.98,16.26,87.84,Pertanian Organik,14.77
7033,2010,Australia,New South Wales,Wheat,2245.91,4.83,2.02,2,93.19,8.2,34.23,72.31,Tanpa Adaptasi,13.54
7034,1994,Nigeria,North Central,Barley,1297.71,9.68,2.238219358974359,3,80.42,9.63,91.14,55.34,Tanaman Tahan Kekeringan,-3.37
7035,2023,Argentina,Pampas,Rice,2256.83,19.69,2.238219358974359,2,95.72,40.19,50.0,36.7,Manajemen Air,13.19
7036,1996,Brazil,Northeast,Sugarcane,272.54,20.62,3.4650000000000003,0,95.61,10.01,56.33,35.86,Pertanian Organik,26.4
7037,1998,India,Tamil Nadu,Rice,1282.29,25.18,2.052,4,97.19,4.02,93.85,58.95,Rotasi Tanaman,19.01
7038,1995,Russia,Central,Fruits,1486.95,3.89,0.85,8,62.38,45.66,96.65,63.68,Tanpa Adaptasi,-3.7
7039,2020,Brazil,Northeast,Vegetables,708.79,21.69,2.4120000000000004,0,25.94,37.34,9.29,48.73,Tanpa Adaptasi,27.78
7040,1998,Argentina,Northeast,Barley,613.94,15.84,0.675,7,84.35,13.44,15.76,66.36,Tanaman Tahan Kekeringan,1.02
7041,2005,USA,West,Sugarcane,1567.56,9.46,2.41,3,46.18,34.96,13.26,96.37,Manajemen Air,32.41
7042,2015,Russia,Volga,Vegetables,1411.53,5.52,1.74,6,49.13,27.39,48.41,74.15,Pertanian Organik,6.0
7043,2024,USA,Midwest,Vegetables,1533.25,25.29,1.557,5,70.17,42.51,88.37,35.55,Rotasi Tanaman,-1.01
7044,2000,Nigeria,South East,Soybeans,602.05,4.98,2.34,3,41.1,33.02,99.59,51.7,Tanpa Adaptasi,31.53
7045,1996,Argentina,Northwest,Sugarcane,1113.77,15.33,0.468,8,49.66,13.79,56.36,91.61,Pertanian Organik,0.66
7046,2012,India,Tamil Nadu,Rice,358.36,7.25,2.238219358974359,10,11.69,13.75,27.49,33.1,Tanaman Tahan Kekeringan,11.61
7047,1999,Russia,Central,Sugarcane,753.08,16.07,3.861,7,88.74,42.78,22.14,82.03,Pertanian Organik,18.09
7048,2001,Canada,Ontario,Cotton,966.16,12.53,0.63,9,62.49,46.06,65.4,74.16,Tanpa Adaptasi,3.0
7049,1999,Brazil,Southeast,Corn,1489.71,17.81,1.692,7,70.38,37.86,93.91,42.35,Tanpa Adaptasi,34.18
7050,1990,USA,Northeast,Fruits,1747.58,5.37,2.07,9,70.97,5.9,40.84,50.84,Pertanian Organik,20.78
7051,2012,France,Provence-Alpes-Cote d’Azur,Corn,1735.66,2.31,1.94,0,76.04,33.53,77.21,39.38,Tanpa Adaptasi,19.36
7052,2014,Argentina,Northeast,Corn,2816.57,22.88,1.035,7,54.64,31.62,58.32,53.06,Pertanian Organik,34.88
7053,2016,Brazil,Northeast,Wheat,2172.68,13.53,3.92,0,18.74,28.29,57.27,70.63,Tanpa Adaptasi,14.85
7054,2002,China,Central,Sugarcane,1361.08,12.63,3.62,5,85.32,23.15,11.1,55.48,Tanaman Tahan Kekeringan,24.3
7055,2008,Nigeria,South West,Cotton,1615.5030597110344,19.17,2.196,3,51.49,18.16,11.79,33.68,Pertanian Organik,3.71
7056,2022,Nigeria,South West,Cotton,982.35,24.78,4.068,1,44.15,11.77,52.9,88.14,Manajemen Air,19.06
7057,1995,USA,Midwest,Wheat,460.49,2.36,0.765,1,27.19,28.05,24.68,46.38,Pertanian Organik,9.72
7058,2010,Brazil,Northeast,Cotton,586.82,10.79,3.2,10,54.42,48.22,75.83,62.05,Tanpa Adaptasi,12.13
7059,2017,Canada,Quebec,Corn,2271.65,1.97,1.83,1,71.38,29.16,8.55,33.41,Pertanian Organik,26.68
7060,2014,Brazil,North,Cotton,933.48,19.46,4.428,7,30.56,4.1,63.63,67.17,Rotasi Tanaman,17.42
7061,1995,USA,West,Rice,373.89,4.9,3.5370000000000004,10,76.56,39.17,34.63,52.85,Manajemen Air,32.72
7062,2009,China,South,Corn,357.25,13.63,2.3040000000000003,3,61.77,6.66,58.12,43.42,Rotasi Tanaman,2.84
7063,1998,China,East,Cotton,1962.69,25.87,2.727,10,50.95,14.15,43.33,45.89,Tanpa Adaptasi,10.99
7064,2004,Argentina,Northwest,Rice,358.29,29.08,2.3400000000000003,5,86.49,15.04,79.77,56.8,Manajemen Air,27.12
7065,2014,Australia,Western Australia,Barley,1917.96,10.82,0.75,5,73.0,9.14,84.19,68.04,Tanpa Adaptasi,0.71
7066,1992,Australia,Victoria,Soybeans,1929.34,13.75,3.38,3,52.43,15.06,89.59,75.98,Manajemen Air,21.08
7067,1998,USA,West,Wheat,2255.65,11.61,4.15,0,25.58,5.0,2.91,83.13,Manajemen Air,14.7
7068,2019,USA,Northeast,Vegetables,224.99,21.42,0.468,6,35.8,13.51,57.32,41.47,Tanpa Adaptasi,8.46
7069,2023,Argentina,Northeast,Barley,2780.41,21.64,2.385,9,97.73,37.6,38.09,30.04,Rotasi Tanaman,3.47
7070,2010,Canada,Ontario,Barley,658.48,14.36,2.73,7,61.85,8.03,52.16,74.01,Tanpa Adaptasi,-4.2
7071,2000,Russia,Northwestern,Sugarcane,1422.26,12.74,3.33,4,55.39457475380484,27.9,78.59,38.07,Tanpa Adaptasi,29.38
7072,2013,USA,West,Coffee,1835.45,2.29,2.98,7,57.95,30.86,81.99,62.48,Tanpa Adaptasi,9.54
7073,1994,Canada,Ontario,Barley,2296.79,2.46,4.63,8,43.9,37.76,87.62,63.03,Rotasi Tanaman,11.95
7074,2012,Argentina,Northeast,Rice,2595.38,13.09,2.13,10,13.53,23.83,38.47,36.26,Rotasi Tanaman,6.43
7075,1997,France,Ile-de-France,Vegetables,2767.46,5.3,2.15,9,50.14,47.62,53.89,76.58,Rotasi Tanaman,34.58
7076,1990,USA,Midwest,Rice,1336.34,21.09,2.0160000000000005,10,63.51,47.87,56.78,85.53,Tanaman Tahan Kekeringan,3.27
7077,1994,Russia,Siberian,Rice,1526.57,16.16,3.51,8,59.97,5.01,18.78,73.37,Tanpa Adaptasi,18.28
7078,1998,Brazil,North,Corn,1800.58,20.17,1.899,1,29.54,32.58,0.08,52.74,Tanaman Tahan Kekeringan,18.48
7079,2014,Russia,Siberian,Sugarcane,2824.79,3.47,1.78,3,89.44,46.55,24.73,53.44,Tanpa Adaptasi,9.45
7080,1996,Brazil,North,Cotton,1994.95,7.34,0.51,9,38.27,47.18,6.91,80.02,Manajemen Air,2.5
7081,2015,Canada,Ontario,Rice,1129.39,25.57,1.602,1,70.47,40.98,62.31,88.76,Rotasi Tanaman,33.09
7082,2017,Nigeria,North Central,Rice,1784.86,22.3,1.62,10,24.7,1.76,22.37,82.82,Tanaman Tahan Kekeringan,1.4
7083,1998,India,Punjab,Sugarcane,689.7,8.01,3.22,10,40.5,29.23,5.94,97.76,Tanpa Adaptasi,16.81
7084,2007,Nigeria,North Central,Barley,1090.53,20.27,0.657,1,81.75,8.37,46.42,79.97,Manajemen Air,-1.7
7085,2017,China,North,Sugarcane,524.65,27.51,2.673,4,41.97,28.69,13.11,49.78,Manajemen Air,19.86
7086,2010,Brazil,Southeast,Soybeans,679.97,11.3,2.57,4,70.84,27.88,78.65,58.29,Manajemen Air,5.58
7087,2016,India,Maharashtra,Cotton,1615.5030597110344,15.29,1.944,7,28.39,1.51,83.17,63.31,Pertanian Organik,-2.28
7088,2020,China,East,Vegetables,1643.19,12.73,3.43,0,93.72,4.98,30.61,44.18,Rotasi Tanaman,13.85
7089,1995,Nigeria,North West,Soybeans,1246.55,7.56,2.88,7,55.39457475380484,14.54,9.68,67.98,Manajemen Air,32.03
7090,2011,France,Ile-de-France,Wheat,1816.29,29.38,2.664,1,13.09,25.0,83.21,34.88,Rotasi Tanaman,25.62
7091,1995,Russia,Siberian,Wheat,430.18,20.24,1.4580000000000002,1,21.82,15.6,53.76,57.31,Tanaman Tahan Kekeringan,22.39
7092,2021,USA,Northeast,Fruits,1740.68,25.99,0.747,10,44.5,4.74,20.44,60.39,Tanpa Adaptasi,23.3
7093,2011,USA,Midwest,Barley,1591.94,5.89,1.48,3,79.39,40.06,91.21,72.97,Tanaman Tahan Kekeringan,4.11
7094,2001,Australia,Victoria,Fruits,1370.84,10.35,4.39,1,52.11,21.86,65.52,78.52,Tanpa Adaptasi,12.96
7095,2016,Argentina,Northeast,Soybeans,1071.21,13.61,0.91,2,24.12,41.59,89.08,79.49,Tanaman Tahan Kekeringan,-1.13
7096,2010,Australia,Western Australia,Vegetables,971.06,22.39,0.846,0,25.03,20.17,49.05,32.53,Tanaman Tahan Kekeringan,1.53
7097,2023,Argentina,Northwest,Cotton,1259.71,13.52,1.55,2,42.02,35.65,36.16,84.45,Tanpa Adaptasi,3.32
7098,2018,India,Punjab,Wheat,1548.02,20.46,1.539,9,92.28,45.77,21.99,54.19,Tanaman Tahan Kekeringan,5.59
7099,1990,Canada,Ontario,Barley,2243.91,8.05,2.71,10,14.57,1.49,71.93,51.49,Tanaman Tahan Kekeringan,28.43
7100,2011,Canada,Ontario,Barley,2523.34,1.53,3.71,0,87.83,29.92,1.86,74.6,Tanaman Tahan Kekeringan,32.72
7101,1998,Brazil,North,Barley,2369.88,4.86,2.69,0,74.84,9.57,68.72,77.74,Manajemen Air,14.4
7102,2000,Australia,New South Wales,Corn,1424.75,29.65,3.897,3,24.92,33.43,39.53,58.84,Pertanian Organik,17.73
7103,2005,China,South,Corn,1051.31,9.59,0.99,5,97.18,7.13,97.28,96.31,Rotasi Tanaman,-3.75
7104,2001,USA,West,Cotton,882.25,7.16,2.25,5,85.35,35.22,80.73,56.33,Manajemen Air,-4.66
7105,2021,Russia,Central,Fruits,1339.2,6.28,2.73,3,98.51,2.78,97.17,96.44,Pertanian Organik,6.0
7106,2017,USA,Midwest,Wheat,2502.95,16.25,2.871,9,32.6,46.77,61.63,41.05,Manajemen Air,26.76
7107,2002,Brazil,Southeast,Vegetables,1336.49,6.88,0.94,0,70.82,38.67,71.32,34.03,Pertanian Organik,23.63
7108,2021,Australia,Victoria,Vegetables,2544.44,12.6,2.67,7,80.16,38.28,55.63,88.65,Pertanian Organik,-0.77
7109,1998,France,Grand Est,Barley,1178.21,13.34,2.64,10,61.58,24.23,72.43,62.21,Pertanian Organik,28.2
7110,2005,USA,Northeast,Sugarcane,2565.5,8.41,2.95,1,78.44,29.8,3.54,59.21,Rotasi Tanaman,26.95
7111,1991,Canada,British Columbia,Cotton,1433.0,0.57,1.25,4,89.27,27.49,93.42,99.34,Rotasi Tanaman,31.3
7112,2009,Brazil,South,Sugarcane,2387.38,24.83,1.2240000000000002,1,90.94,2.37,76.13,30.53,Manajemen Air,27.31
7113,1994,USA,Midwest,Vegetables,2895.8,1.5,3.55,6,94.31,48.76,23.63,74.06,Manajemen Air,13.55
7114,2023,India,Punjab,Coffee,586.62,2.76,2.72,4,75.79,36.57,92.27,81.24,Pertanian Organik,23.28
7115,2023,Canada,Quebec,Fruits,2330.55,4.32,0.73,7,47.36,47.6,80.57,61.19,Rotasi Tanaman,9.56
7116,2009,Russia,Central,Barley,2089.83,1.64,2.43,10,36.57,4.59,45.88,43.38,Manajemen Air,23.6
7117,2008,Australia,Queensland,Sugarcane,952.76,11.77,2.8,3,44.01,36.62,78.56,51.7,Rotasi Tanaman,2.08
7118,2022,Australia,Queensland,Cotton,1628.27,19.25,1.179,1,71.84,12.92,19.6,95.57,Tanaman Tahan Kekeringan,6.18
7119,2019,Argentina,Pampas,Sugarcane,1928.41,18.36,1.53,1,66.76,19.53,65.79,74.68,Pertanian Organik,30.32
7120,1990,Canada,Ontario,Corn,1982.71,16.78,3.861,5,20.58,11.89,4.39,45.41,Tanaman Tahan Kekeringan,12.4
7121,2017,Nigeria,South East,Vegetables,1611.57,6.37,3.05,3,65.69,43.78,93.17,73.56,Tanpa Adaptasi,32.38
7122,2015,China,North,Vegetables,458.65,15.88,2.238219358974359,4,23.78,40.5,51.9,75.67,Tanaman Tahan Kekeringan,14.39
7123,2021,Argentina,Patagonia,Soybeans,2016.82,29.67,2.772,9,63.34,33.83,4.1,79.05,Tanaman Tahan Kekeringan,26.35
7124,2009,India,West Bengal,Sugarcane,1537.49,3.82,2.11,0,50.19,36.79,11.6,59.46,Rotasi Tanaman,33.14
7125,1991,Brazil,North,Wheat,888.06,6.27,3.24,10,66.17,18.72,64.95,40.28,Tanaman Tahan Kekeringan,30.72
7126,2007,India,Punjab,Sugarcane,1386.34,11.98,3.66,1,55.39457475380484,47.69,31.49,49.28,Tanpa Adaptasi,11.75
7127,1995,Australia,New South Wales,Rice,2578.06,18.16,1.845,8,76.15,5.62,56.4,45.16,Manajemen Air,27.91
7128,2023,Australia,New South Wales,Wheat,616.35,1.11,2.58,5,67.2,15.83,41.28,64.15,Pertanian Organik,28.93
7129,2024,Argentina,Patagonia,Soybeans,2811.44,16.82,1.638,8,25.57,31.56,51.79,36.16,Tanaman Tahan Kekeringan,29.39
7130,1994,Australia,Victoria,Rice,1339.47,18.14,1.296,9,33.16,25.01,5.89,53.24,Pertanian Organik,5.89
7131,2021,France,Grand Est,Sugarcane,1851.95,8.46,1.95,6,33.77,19.75,58.3,83.73,Manajemen Air,-1.58
7132,1995,Canada,Ontario,Rice,1201.49,6.6,2.238219358974359,3,50.89,47.43,15.47,69.18,Tanaman Tahan Kekeringan,5.02
7133,2015,Russia,Central,Coffee,1016.73,13.57,4.77,7,88.88,47.72,54.6,81.33,Tanpa Adaptasi,13.69
7134,2000,USA,South,Corn,1298.19,27.76,2.238219358974359,10,68.11,28.96,57.51,60.82,Pertanian Organik,7.9
7135,1999,Brazil,North,Vegetables,2376.93,15.59,2.07,5,68.77,28.13,82.14,74.71,Pertanian Organik,-0.06
7136,1992,Canada,British Columbia,Rice,2467.47,5.0,1.36,1,51.79,46.65,21.2,73.35,Pertanian Organik,-1.95
7137,2000,Russia,Northwestern,Sugarcane,1668.07,16.19,3.33,8,35.54,49.19,21.89,53.54,Rotasi Tanaman,23.34
7138,2009,India,Punjab,Wheat,2312.05,24.52,3.276,7,31.39,44.65,8.99,56.49,Tanaman Tahan Kekeringan,29.22
7139,2024,France,Provence-Alpes-Cote d’Azur,Rice,1301.77,26.07,2.682,6,49.57,0.93,41.44,71.4,Tanpa Adaptasi,8.3
7140,2021,India,Tamil Nadu,Sugarcane,1004.74,6.96,2.82,6,90.81,30.49,91.78,54.14,Rotasi Tanaman,-4.21
7141,1994,USA,Northeast,Fruits,646.65,25.35,2.565,4,71.01,23.98,76.83,43.92,Tanaman Tahan Kekeringan,0.5
7142,2022,Brazil,South,Coffee,1323.46,25.0,0.54,1,13.06,34.84,71.43,55.58,Tanpa Adaptasi,2.46
7143,2007,China,East,Wheat,2167.95,6.97,2.69,1,55.81,36.75,88.23,34.37,Rotasi Tanaman,10.41
7144,2021,India,Maharashtra,Wheat,2368.61,9.82,1.92,1,63.18,10.2,19.74,64.4,Rotasi Tanaman,18.45
7145,2000,Canada,Quebec,Wheat,684.02,23.76,1.35,9,16.02,17.35,88.65,66.22,Rotasi Tanaman,8.14
7146,1995,Nigeria,North Central,Wheat,2946.62,3.76,3.56,3,58.28,15.22,7.32,74.66,Rotasi Tanaman,32.51
7147,2001,Nigeria,North West,Vegetables,1415.03,5.36,3.06,9,71.03,18.32,97.2,56.83,Tanaman Tahan Kekeringan,24.93
7148,1990,Russia,Siberian,Soybeans,2401.14,23.49,1.404,1,64.74,9.71,75.58,80.06,Rotasi Tanaman,28.55
7149,1990,France,Grand Est,Cotton,923.99,17.65,1.512,2,82.21,4.32,58.11,74.43,Rotasi Tanaman,9.74
7150,2000,Russia,Volga,Fruits,2834.77,24.8,1.278,9,13.47,31.37,8.82,84.83,Tanpa Adaptasi,-0.98
7151,2012,USA,Northeast,Corn,1029.53,3.44,3.12,4,14.43,12.93,7.3,34.33,Rotasi Tanaman,22.72
7152,2002,Brazil,Northeast,Wheat,1868.72,22.12,3.0330000000000004,10,11.32,42.06,9.39,30.51,Pertanian Organik,21.67
7153,2018,India,West Bengal,Corn,531.85,17.21,0.756,2,15.04,45.06,87.65,70.0,Pertanian Organik,5.72
7154,1991,India,Maharashtra,Corn,1916.32,11.59,3.51,10,79.99,28.29,97.08,42.7,Manajemen Air,10.81
7155,2024,Brazil,Southeast,Corn,537.52,17.65,1.2060000000000002,6,16.38,37.18,97.11,66.35,Tanpa Adaptasi,4.5
7156,1992,France,Nouvelle-Aquitaine,Coffee,2932.14,12.8,0.83,10,77.18,8.42,63.14,44.05,Tanaman Tahan Kekeringan,2.66
7157,2019,Australia,Queensland,Vegetables,2288.12,14.82,1.58,8,41.68,40.31,85.51,98.12,Manajemen Air,3.99
7158,2015,China,North,Fruits,2434.73,20.47,0.783,5,55.39457475380484,44.08,31.23,48.11,Tanaman Tahan Kekeringan,-3.13
7159,1991,Russia,Central,Fruits,395.8,20.4,2.142,1,65.7,18.13,51.79,83.54,Tanpa Adaptasi,25.74
7160,1996,Canada,British Columbia,Corn,1487.59,27.15,2.529,0,60.24,3.68,46.73,52.74,Tanpa Adaptasi,22.26
7161,1995,Argentina,Northeast,Corn,1632.54,5.54,2.52,6,89.51,48.0,21.03,81.2,Pertanian Organik,6.02
7162,1990,India,West Bengal,Cotton,1928.01,17.4,2.4480000000000004,0,51.18,22.82,62.05,76.31,Rotasi Tanaman,15.74
7163,2001,India,Punjab,Coffee,312.66,14.16,1.935,6,97.74,17.37,15.23,74.86,Pertanian Organik,2.54
7164,2017,Brazil,North,Wheat,362.0,0.91,2.115,6,13.5,26.43,92.29,58.28,Tanpa Adaptasi,33.17
7165,2013,Nigeria,North West,Corn,1020.75,5.36,2.6,10,37.1,11.2,65.19,52.02,Rotasi Tanaman,31.52
7166,2008,Nigeria,South West,Coffee,1890.09,7.31,1.56,3,40.69,11.68,29.76,76.88,Tanpa Adaptasi,-0.56
7167,2006,Australia,New South Wales,Coffee,1295.32,27.74,1.2060000000000002,1,45.93,33.68,26.81,68.4,Tanaman Tahan Kekeringan,9.05
7168,1999,Australia,Western Australia,Fruits,1370.94,17.34,2.106,6,41.62,46.5,0.67,76.29,Manajemen Air,12.42
7169,2001,Russia,Central,Coffee,2067.09,25.16,0.558,4,15.33,7.15,29.21,91.31,Tanpa Adaptasi,-2.08
7170,2010,India,West Bengal,Vegetables,1536.2,14.15,2.96,2,84.87,2.87,81.3,51.72,Rotasi Tanaman,32.1
7171,2020,Argentina,Pampas,Cotton,861.49,10.53,1.39,4,25.38,20.49,52.03,43.14,Rotasi Tanaman,9.45
7172,1992,Brazil,Northeast,Barley,2522.83,22.58,1.584,1,65.29,4.89,70.95,64.63,Tanpa Adaptasi,34.07
7173,2006,Russia,Volga,Barley,2404.8,3.97,2.27,7,40.7,9.26,30.77,68.71,Pertanian Organik,3.37
7174,2004,Argentina,Pampas,Corn,297.86,23.27,1.917,5,15.57,47.62,44.08,52.08,Manajemen Air,15.56
7175,2022,Argentina,Northeast,Vegetables,1423.59,12.47,3.56,1,11.07,35.41,53.79,84.86,Tanpa Adaptasi,10.38
7176,1992,Nigeria,North Central,Sugarcane,864.16,18.41,2.238219358974359,2,69.6,32.2,64.44,54.36,Tanpa Adaptasi,31.62
7177,2012,India,Punjab,Wheat,1233.1,6.1,2.99,1,55.39457475380484,10.09,32.54,42.31,Manajemen Air,32.08
7178,2009,Canada,Ontario,Cotton,1651.94,2.12,1.81,4,46.1,6.17,51.65,44.99,Rotasi Tanaman,0.54
7179,2012,Canada,Prairies,Coffee,2452.65,3.57,0.98,5,57.36,36.16,39.49,65.39,Pertanian Organik,4.34
7180,2014,China,North,Coffee,539.27,7.69,2.82,3,38.99,44.68,30.89,53.86,Rotasi Tanaman,26.57
7181,2014,Canada,Prairies,Coffee,269.7,24.08,1.809,5,52.5,35.34,79.04,91.9,Tanpa Adaptasi,23.46
7182,2004,Australia,Queensland,Wheat,286.62,0.76,1.836,5,89.4,14.93,37.18,54.33,Manajemen Air,8.13
7183,2009,China,North,Wheat,2359.93,11.91,3.07,2,39.05,34.46,87.19,43.68,Rotasi Tanaman,12.97
7184,1992,Canada,Quebec,Sugarcane,1945.3,14.37,3.13,6,52.24,35.28,77.08,69.99,Rotasi Tanaman,10.05
7185,2009,France,Provence-Alpes-Cote d’Azur,Coffee,855.12,23.86,4.05,5,30.33,34.45,17.9,96.77,Rotasi Tanaman,10.81
7186,2017,China,South,Coffee,2980.95,2.36,3.93,0,38.34,12.79,47.14,47.83,Manajemen Air,10.58
7187,1996,India,Punjab,Wheat,2385.17,12.17,2.79,0,59.1,21.0,49.47,93.67,Tanpa Adaptasi,2.63
7188,2007,Australia,Queensland,Cotton,1844.15,18.26,2.574,1,67.78,35.02,78.42,99.68,Pertanian Organik,2.4
7189,2018,China,North,Vegetables,805.63,18.77,3.627,6,61.15,43.43,59.06,48.87,Tanpa Adaptasi,11.49
7190,2004,France,Grand Est,Soybeans,748.37,3.23,2.86,1,51.69,19.25,27.82,32.94,Tanaman Tahan Kekeringan,8.95
7191,1999,Brazil,South,Wheat,993.7,16.63,2.4480000000000004,4,29.14,14.08,38.96,63.96,Tanpa Adaptasi,29.84
7192,1999,USA,West,Wheat,1045.38,20.83,3.231,10,51.66,8.39,81.53,39.72,Tanaman Tahan Kekeringan,33.52
7193,1998,Canada,Ontario,Sugarcane,1483.6,13.29,1.01,6,57.45,20.29,74.66,90.38,Tanaman Tahan Kekeringan,3.99
7194,2009,Canada,Quebec,Vegetables,2477.1,24.27,2.25,0,88.77,21.08,80.69,62.72,Rotasi Tanaman,-1.01
7195,2008,China,East,Rice,312.34,29.55,1.287,8,61.9,25.85,97.41,76.44,Tanpa Adaptasi,8.9
7196,2015,Argentina,Northwest,Vegetables,250.12,0.92,0.63,10,20.88,12.48,2.19,48.82,Tanaman Tahan Kekeringan,-4.84
7197,2008,Australia,Queensland,Wheat,1487.07,17.5,3.051,9,34.77,3.09,62.81,56.27,Tanaman Tahan Kekeringan,28.55
7198,1998,Australia,New South Wales,Vegetables,1121.74,28.97,2.592,9,24.18,14.82,55.74,92.28,Tanaman Tahan Kekeringan,29.92
7199,2012,Australia,Queensland,Vegetables,1608.9,18.34,1.053,10,37.72,39.29,67.1,39.65,Manajemen Air,-1.28
7200,1999,USA,Northeast,Coffee,1368.5,22.54,1.728,4,69.95,10.88,92.09,54.93,Tanpa Adaptasi,33.37
7201,2023,India,West Bengal,Wheat,1501.52,11.19,1.05,9,95.35,16.37,2.18,87.57,Tanaman Tahan Kekeringan,9.45
7202,2004,India,Tamil Nadu,Soybeans,2104.05,9.94,2.4,4,98.04,43.71,30.58,53.56,Tanpa Adaptasi,14.86
7203,1990,Nigeria,North Central,Coffee,1718.62,6.01,2.82,8,89.2,46.95,57.81,70.11,Pertanian Organik,21.67
7204,2013,Brazil,Southeast,Corn,2585.61,5.6,3.46,2,14.69,19.59,46.88,83.94,Tanpa Adaptasi,23.99
7205,2004,Brazil,Southeast,Wheat,2894.74,23.47,0.918,8,11.03,21.46,23.8,67.04,Tanpa Adaptasi,3.8
7206,1994,Brazil,Northeast,Coffee,1727.19,25.02,2.196,10,56.59,28.61,72.83,94.26,Tanaman Tahan Kekeringan,16.42
7207,1998,USA,South,Rice,1880.3,19.41,2.772,2,94.41,7.11,92.5,67.23,Pertanian Organik,13.93
7208,2018,Canada,British Columbia,Barley,1806.69,22.7,4.041,3,79.74,40.42,88.98,93.2,Tanaman Tahan Kekeringan,16.56
7209,2010,France,Provence-Alpes-Cote d’Azur,Vegetables,1853.22,15.08,1.638,0,47.5,5.63,3.48,52.81,Tanpa Adaptasi,21.68
7210,1996,Argentina,Patagonia,Wheat,1255.65,7.96,4.42,3,54.68,33.56,3.78,77.83,Manajemen Air,10.92
7211,1997,France,Provence-Alpes-Cote d’Azur,Soybeans,2348.2,28.7,1.467,3,66.17,49.93,6.82,78.54,Tanpa Adaptasi,14.42
7212,1999,Australia,Victoria,Vegetables,1919.54,12.98,2.31,10,67.7,15.46,76.52,63.87,Tanpa Adaptasi,11.75
7213,2020,Argentina,Patagonia,Vegetables,1423.13,11.34,4.4,3,96.22,37.39,39.68,97.88,Tanaman Tahan Kekeringan,17.66
7214,1994,India,Punjab,Soybeans,2451.12,0.99,2.85,2,33.84,42.81,59.22,60.65,Rotasi Tanaman,33.55
7215,2002,Russia,Volga,Fruits,403.59,26.0,1.017,7,61.54,22.34,37.6,93.07,Rotasi Tanaman,33.1
7216,2003,USA,South,Sugarcane,1608.86,22.16,2.889,9,53.44,15.61,90.45,59.1,Tanpa Adaptasi,15.43
7217,2018,Australia,Queensland,Rice,606.55,20.19,3.15,8,92.43,46.44,35.86,82.04,Tanpa Adaptasi,34.83
7218,2002,Australia,Western Australia,Corn,817.22,9.9,2.85,0,90.21,21.36,40.93,93.54,Manajemen Air,19.63
7219,2000,USA,Northeast,Coffee,859.43,11.97,1.43,2,60.61,2.6,57.88,95.28,Manajemen Air,20.94
7220,2015,India,Punjab,Fruits,2557.3,18.97,3.096,8,72.38,10.86,36.95,57.41,Tanpa Adaptasi,12.31
7221,2012,USA,Northeast,Wheat,2483.0,15.28,2.322,1,51.16,41.98,10.01,34.49,Rotasi Tanaman,6.96
7222,2010,India,West Bengal,Vegetables,952.65,4.34,3.37,7,94.3,22.23,84.73,72.65,Tanaman Tahan Kekeringan,32.19
7223,2012,Argentina,Northeast,Wheat,2544.36,7.16,3.07,7,77.55,37.17,59.15,58.87,Manajemen Air,24.06
7224,2011,Russia,Volga,Rice,1161.03,10.21,0.85,2,17.46,2.43,80.1,69.08,Tanaman Tahan Kekeringan,8.27
7225,1998,Brazil,South,Rice,1970.45,13.89,1.93,2,41.49,16.31,94.79,55.36,Tanaman Tahan Kekeringan,28.86
